id,text
11737,"@AmazonHelp 

Kindly cancel all my orders with amazon. I will not receive it anymore.

Just received a message that my order will not be delivered today.

Really pissed off since few days.

Daily receiving msgs """"it is out for delivery""""

@115850"
11738,Hi @AmazonHelp if I've an order pending stock and the price of it drops before it's dispatched will I be charged the original or new lower price?
11739,@115850 None of your customer service number is working and unable to get a call back. Pls help received a damaged product. @AmazonHelp. order #403-1957134-6313962. https://t.co/iMtsXYsUu7
11740,@AmazonHelp I was taxed on a Digital purchase and I live outside the United States can I get a refund?
11741,@AmazonHelp placed an order not yet been charged. When will I be charged for it ?
11742,"@AmazonHelp @115821 I just received my article in very bad condition totally break item delivered me I instruct you, refund my whole amount"
11743,@AmazonHelp Re Order # 202-6568361-5353156 - why no free delivery option? Forced to pay £1.99 for one-day delivery or to take Amazon Prime which I don't want.
11744,"Hey @AmazonHelp, do I need a separate account to order from https://t.co/XHYDzbz2WD? My log in details don't seem to work when I try to sign in on there"
11745,@AmazonHelp @115821  can you explain why my package arrived like this please. Clearly the sticker has been put in a stupid place so my name/address couldn't be seen and the delivery driver had no choice but to open my package. Unacceptable. https://t.co/1EuQNm6x75
11746,"@AmazonHelp Just wanted to say well done to the Amazon Delivery Driver that managed to throw my parcel onto a first floor balcony, which was then left in the rain over night. You Sir, are a credit to the profession. #amazonprime"
11747,@AmazonHelp suspending my account because of a fraudulent transaction that had nothing to do with me - joke. Any chance of getting help from someone in customer services who doesn’t just send repeated template replies??
11748,I got mine missing and @AmazonHelp told me they can´t do anything about it. Asked for POD and they have ignored my request. #dissapointed #amazon https://t.co/48jGRZRz3D
11749,"@AmazonHelp has certainly dropped off in service and delivery. Past two items have been ordered for two day shippoijg and have taken 3+ days to arrive. This past one I captured a screenshot of the ""guaranteed delivery"" date for proof."
11750,@AmazonHelp is anyone answering at all?  have read similar posts and more was said ad information given than simply 'let me know if it's delivered on Friday'.
11751,@AmazonHelp I'm not able to use kitkat amazon voucher it says the gift card code is not correct.
11752,"@115821 @AmazonHelp order 408-3826605-2443545
Placed on 9th October, not yet delivered. Have requested for refund multiple times. Pls refund my payment."
11753,@AmazonHelp 2/2 it and take £8 off to cover their charges but I’ve already paid for delivery?! Please can you advise?
11754,@115821 USPS will deliver your package today.  USPS @115821 hasn’t given us your package to deliver. 🤥😡 stuck in #customerservice lies again with @AmazonHelp
11755,@AmazonHelp @UPSHelp @115817 Amazon - stop using UPS to deliver packages to my house. They can’t find it and will not take any steps to figure our how to find it. Their customer service is horrible. Now I have 2 to go pick it up myself
11756,"@AmazonHelp hi! Just a quick one, I ordered a couple things last week but cancelled them straight away due to change of plans, but I've been charged for them anyway? Still no refund.. please help! Xx"
11757,"@AmazonHelp 
I activated the Amazon Trial prime and £ 1 was deducted from my Visa card !"
11758,"@AmazonHelp @115830
Hi. I’ve just received an order that had an incorrect item in it. I received a pack of hairclips instead of a set of replacement paper trimmer blades.
Can you advise. Thanks"
11759,Hey @115821 @AmazonHelp I was given an Echo Plus as a gift by a family member in another country. I would like to return it but I’m unsure how. Help?
11760,hey @AmazonHelp please cancel this order a arrange a refund ordered by mistake  Order# 402-4493125-6163507
11761,hey @AmazonHelp somehow I don't think my package will be arriving today as expected seeing as you haven't even shipped it yet. Its been a month now.
11762,"@AmazonHelp Why does it take 8 days for my package to be delivered? Ebay, NewEgg,TigerDirect etc, take about 3-5 days."
11763,@AmazonHelp what is the difference between the echo dot and the echo?? Tempted to get one of them in the black friday sale but not sure how to use it.
11764,@AmazonHelp package says delivered on Friday November 17th yet I was home all weekend and haven’t seen anything... cool...
11765,@AmazonHelp Glad my order was sent in good packaging for the £6 you charged me! Not sure it was worth the money. What do you think? https://t.co/DDHdz98fQF
11766,"Ordered 5 items and only 1 shows up. @AmazonHelp are ""investigating"" but not hopeful of a resolution at all"
11767,"@AmazonHelp Hello, I ordered a Moto G5 Plus phone on Saturday (18/11/2017) and it was supposed to be delivered today. Not received yet , your delivery guy is not answering his cell phone 9953742409. Attached is the screenshot https://t.co/ZROPvs2PMI"
11768,"@AmazonHelp I have lost count, but it's happened again today. An email at 3.00pm saying you've tried to deliver my package. No-one has been near the place nor tried to contact me. This was something bought last Friday on ""One-Day Delivery"" Your logistics are beyond exasperating."
11769,Nice from one of your delivery drivers @115830 @AmazonHelp 🤦🏼‍♂️🤬 https://t.co/6JwRwb3TFX
11770,"@115821 @AmazonHelp Wow U deliver me 8 Boxes of Sheaffer Pens out of which 2 are empty. Appreciate it. #AmazonPrime customers are cheated to the core it seems 
Ur 3rd party vendors are using my Pens it seems. #ThugLife #AmazonIndia https://t.co/AglpYDrGp6"
11771,@AmazonHelp @115821 customer service absolutely infuriates me!!!! 😩😞😤
11772,"@AmazonHelp @115821 Hi, I have ordered a BPL TV from amazon at a listed price for a seller but when i contact the customer care for product delivery information, they informed me that it was a pricing error. I have given a tracking id too and now this happens#amazon#fraud https://t.co/QRNE9yElNF"
11773,"@AmazonHelp in the USA you can gift a years prime membership.  Can you do this in the UK and if so, how?"
11774,@117795 @AmazonHelp you've emailed me saying I have requested #Amazonprime and a receipt for£159. I haven't this is not required. Take the money and I'll Sue!
11775,@AmazonHelp I requested for return but u took the request for replacement. Will u edit that and process the return request https://t.co/y0c1tCvHsk
11776,"@AmazonHelp Why two different information for the same product? Faced similar issue a while back. Its really frustrating when one ""when it is available for delivery"" on product page but really it is not. https://t.co/XPa6d6v9EG"
11777,@AmazonHelp @115821 how am I meant to login and send my request for support when the account in question is locked due to suspected break in? Asking from another account has them ask me to send the request from the account in question
11778,@AmazonHelp you guys just keep raising the bar. I tweet because I am frustrated with the usual cust support channels and you guys go radio silent for 24 hrs? At least tell me what is going on. Some transperancy? https://t.co/JObn2bDrHE
11779,@AmazonHelp. Paid for a mattress on prime. Delivery delayed then turns up today with packaging ripped open and damaged. Driver took it away. Emailed cs as says delivered. CS say refund 2-3wks. didn't ask a refund but for replacement order now.Not acceptable.Pls contact to resolve
11780,@AmazonHelp Where are my packages? Why do your amazon delivery drivers just throw packages into the complex parking lot and drive away? I'm not the only person here having these issues.
11781,".@AmazonHelp Can you also please explain to me why you're selling USED #Tena pants, like, legit used ""Very Good"", not ""Like New"". 

https://t.co/aeBwf1YzJi"
11782,@118919 @AmazonHelp ... the order has been picked up from my end on 23rd oct 2017 and the refund is still not done.. kindly help https://t.co/2uOFtfdAbs
11783,"So while I was out I had a notification to say my @115830 parcel had been handed to me miraculously, and when I just got home this was through my door. Tried neighbours but they don't have it. Any ideas @AmazonHelp? 🤔😣 https://t.co/OEWt8Bau0W"
11784,"@AmazonHelp hi, can you help? I am in urgent need of replacement of a product delivered defective to me and picked up from me today."
11785,@AmazonHelp I ordered a phone on .de but the phone hasn't dispatched yet and I wasn't even charged. There are only few left in stock last time I checked. Can you please help?
11786,@AmazonHelp sat at home waiting for my delivery when I get an email saying delivery attempted and failed - blatant lie!
11787,@AmazonHelp item still available right now. But the same one I ordered earlier still has no delivery date. Both warehouse deal. Help please https://t.co/SXqmdzzCn8
11788,@AmazonHelp I got 2 day shipping and it’s been a week... help
11789,Does anyone know of this email is real?? Haven't ordered anything off @115830 @4088 @AmazonHelp for years........ https://t.co/jD2i7hitRf
11790,@AmazonHelp Useless delivery drivers - waited all day for a parcel to be delivered only to receive an email saying that they attempted delivery but couldn't gain security access. All they had to do was ring the doorbell! But they obviously couldn't be bothered.
11791,"@115821 really needs to stop “guaranteeing” arrival dates. If you can’t get it there, just say you can’t. I’m tired of relying on unreliable service @AmazonHelp."
11792,"@115821 @AmazonHelp I don't know, but this seems like the wrong way to deliver a package. https://t.co/sFCJdfafDc"
11793,"@115851 @115821 @AmazonHelp @99545 @4822 @418505 new return policy in place for 3rd party sellers has no published information, order id 114-8071521-552021 returned product different than shipped, HAVE TO REFUND? The product has been switched!"
11794,@AmazonHelp hello.. can u tell me why i received password assistance code on my gmail ?
11795,@AmazonHelp @120474 have Robert Plant tickets for Perth been dispatched yet? Need them ASAP
11796,@AmazonHelp Is there a way to advise the courier where to leave a product should I not be home for it? Can’t seem to find it anywhere..
11797,@AmazonHelp your support is appalling! Every email I reply back to its the same template.... If you want this issue resolved I suggest you actually get me through to someone who doesn't like pasting templates!
11798,"@AmazonHelp Hi gang, quick question. I want to buy a book in the Dutch Kindle store written in Dutch. I normally buy English books from the .com site in English. Will I still be able to buy English books from the US store if I switch my account to the .nl site?"
11799,@AmazonHelp Hello I can't access my app store on my kindle fire please help
11800,@AmazonHelp  @115821 Where is the ISY V3 skill?
11801,@AmazonHelp hi there waiting for a pre ordered DVD to arrive suppose to be here today and doesn't say its out for delivery yet will it still arrive?
11802,@AmazonHelp how much should the Joseph Joseph index chopping board set be in the Black Friday sale? It says £26 but coming up at £30
11803,@AmazonHelp I cancelled an order before dispatch &amp; it showed it’s been cancelled - how long does it take for the money to be released?
11804,@AmazonHelp what is Trade-In Eligible Items?
11805,"@AmazonHelp seriously, just leave the parcels in the front, because it's so safe? 🤔 if there is no answer and no neighbour can take it, then it should go back to the depot #LazyDeliveryDriver #PoorService #CouldHaveBeenStolen https://t.co/ilU8pcp664"
11806,@AmazonHelp thanks @115830 I don’t really fancy going bin diving in a disgusting bin! Can you help? https://t.co/XYrkqiFAek
11807,@AmazonHelp just received an email from __email__ offering $50 off any $100 purchase... Sounds pretty... scammy. What do you think?
11808,"@AmazonHelp Had a package delivered today. Dropped on my front porch. It's windy here, so it ended up IN MY YARD. Thus is NOT OKAY..."
11809,@AmazonHelp parcel said delivered but it hasn't been. Only received free gift. Two days ago
11810,Seriously @115830 @AmazonHelp could you use any more packing! So #wasteful 🙁 for one rool of paper. https://t.co/pYVnD85LBc
11811,@AmazonHelp hi there. I'm trying to return a parcel via my local amazon locker but no lockers are showing up in the search for some reason. Is there a problem or can you not return via a locker
11812,"@AmazonHelp If I've designated a safe place on my account why do Amazon Logistics drivers insist on delivering all my parcels to random neighbours, inconveniencing them and me?"
11813,"@AmazonHelp Why do you insist on using Hermes Delivery, claim restricted access so couldn’t deliver however Ring camera shows no-one even tried to"
11814,@AmazonHelp I ordered a monitor that said there were a few left. I also put one in my cart for later. That was on 10/21. I have contacted many times and no one can give me any more info than what I can get off of my account. I am just told it is not available. I know that. Help
11815,All right. Getting the whole thing refunded. That was quick. Thanks a lot @AmazonHelp
11816,"@AmazonHelp @115850 i hv renewed by @119625 subs, but didnt get my cashback in Amazon pay... Why???"
11817,@AmazonHelp I'm trying to deal with your terrible courier service (intelcom) that keeps hanging up on me. How do I proceed? I spent a lot on 2 day service... last week.
11818,"On the phone w/ @AmazonHelp @115821 and not getting an acceptable explanation why Prime shipping for an ""in-stock"" item will take 8 days and ""one-day"" shipping takes a week. WTF? https://t.co/zaOTMiVtFL"
11819,@AmazonHelp Worst Customer Service Experience Ever! The support agent lied to me.
11820,@AmazonHelp Ever since I moved to Florida getting deliveries from Amazon has been too difficult. My building requires deliveries to gain access through management office. All other deliveries have no problem getting in but w/ Amazon my wife and I have had &gt; 5 orders returned.
11821,"@AmazonHelp Hi Amazon, I sent in a package 3 weeks ago but there is no tracking information to be found! Can you help? Thanks!"
11822,@AmazonHelp how come you’re sending out expensive items not in amazon boxes? Isn’t that just inviting someone to nick them? Had a starter VR pack and printer delivered with just labels on. If left on doorstep then would be easy for anyone to view and walk off with 😡
11823,@AmazonHelp you just lowered a price on an item I haven't even received yet. Will you refund the difference or do i just cancel and reorder?
11824,"@AmazonHelp 
How to find amazon app contest winner??"
11825,@AmazonHelp I just ordered one item. Attached is my order confirmation and bank statement. What's that £1 for? https://t.co/kFlSsXCHS2
11826,@AmazonHelp is horrible. Customer service should be ashamed of thwmselves.
11827,@AmazonHelp dear team below i mentioned my order could u please  sent me till 23-11-2017. its request to amazon team(india) thanks. https://t.co/iWT9Ye81ly
11828,"@AmazonHelp Is there a backlog on approving new reviews? I posted two about 12hrs ago, got the standard ""Thank you"" msg back, but still no reviews posted nor emails one way or the other. Thanks"
11829,@AmazonHelp if I bought a ps4 plus membership download code (rather than physical card) can I give that code to someone else (Christmas etc) or would the code need to be applied straightaway?
11830,"@AmazonHelp I have the kindle edition of ""Wolves of the Calla"", but the android app isn't giving me the option to buy the whispersynx audible version too, which it does for every other book?"
11831,@AmazonHelp what are you going to do about it for me? I been told to wait 48 hours. This is ridiculous. I made 150 orders alone this year. Over 700 orders and this has happened. You messed me around past month. Disappointed
11832,"@AmazonHelp i cancelled a order on the 6th of nov, the money had already been taken out but i cancelled the order before it was dispatched. the money still has not been refunded!!! what the hell its over 2 weeks now"
11833,@AmazonHelp please help me understand why I am unable to download @183790 book off my Amazon App? Was wanting to listen through @1016
11834,@AmazonHelp what’s the point in having prime if it’s been 4 days and my package still isn’t here ?! 😤
11835,"@AmazonHelp wondering if you can help? I ordered two items, qualified for free postage but was charged postage on each item &amp; they arrived in the same package #Confused"
11836,"@AmazonHelp Hi there, I initiated a return of a phone for a refund (it's my second time being unhappy with the product). I'm regretting not trying for replacement instead - is there any way to change this once refund is in motion? (product returned but no refund has happened yet)"
11837,"Dear @115821, how can you update this status when I didn't received the order yet. Moreover, after calling to customer care again this order has been delayed, then what's the point having prime amazon. @AmazonHelp https://t.co/NSKGXAEH90"
11838,@AmazonHelp Hello! I was wondering if I can receive some assistance in cancelling an order? The order is not appearing in the 'Your Orders' tab. Any help would be greatly appreciated. Thank you!
11839,@115821 Y'all are working as hard as possible to make me drop Prime and stop shopping with you. #WrongOrder #again  @AmazonHelp
11840,@AmazonHelp package says delivered yesterday and there is no package to be found- plz help
11841,Who knows when I’ll actually get my package since #AMZL_US lied about a delivery attempt 🙄 @AmazonHelp
11842,"@AmazonHelp 3rd day in a row my package has been out for delivery in the morning and has not arrived, fed up  with apologies. just want my package asap 😡😡"
11843,"@AmazonHelp This page came up when I logged in to amazon, I topped up by £50 but haven’t received the bonus £5, tried speaking to amazon support with not much avail can you please advise https://t.co/iGC6C5fvtA"
11844,@AmazonHelp what do I do if parcel not turned up by 8pm as tracker said it would be?
11845,"@AmazonHelp I have 3 parcels that should have been delivered today, however it says first attempt failed. I have been in all day"
11846,What is the point in being a prime member and preordering something to be delivered on the day of release only to be told it will take another 1-2 working day @115821? @115830 @AmazonHelp https://t.co/XyrsUCCQVR
11847,"Hey @AmazonHelp!
Second delayed parcel in a row with Prime, and the best you can say is ""sorry""?
Should I read it as ""next time please order from sellers directly""?"
11848,"@AmazonHelp @115830 Hello, how long are your Black Friday deals running for? Thank you :)"
11849,Does @AmazonHelp actually exist?
11850,This @AmazonHelp rep I'm connected with MUST be in training... https://t.co/oeg6RnI2w6
11851,@AmazonHelp The email ad that Amazon Prime just sent was very confusing
11852,"@AmazonHelp Hi can you have two of the same dash buttons on one account? For example can I have two Lily Kitchens dash buttons on my account, set to two different products? Thanks!"
11853,@AmazonHelp I want to know what's happened to my pre order of my Iron Maiden cd. Meant to arrived Friday it's now Monday no sign of it.
11854,@AmazonHelp second delivery now to say it's been handed to me even though I wasn't here! No parcel left in my safe place like instructed. What's the point of  Prime membership for next day delivery if I have to wait 4 days to class my item as missing. 🙄
11855,"Hi @AmazonHelp so I don't know what's the deal with ur customerservice, but here is one thing I am sure about.they don't know what they're doing.I received an email from Aamazon says I have a promotin when I download ur app. and when I placed my order I didn't see the promotion"
11856,@AmazonHelp On the Alexa App - for PC (Internet Explorer) - is there any way you can get free music from places like Youtube to play on your Echo?
11857,.@AmazonHelp is this from you? https://t.co/ouezoHRKo5
11858,@AmazonHelp have you forgotten you were to reply to my complaint and suggestion?! https://t.co/RQlem5PI9Y
11859,"@AmazonHelp Hi there, I'm being charged for both a one off payment and a monthly payment for Amazon Prime - help!"
11860,"Hey @AmazonHelp, next time you ship me glassware, can you use sufficient padding and maybe actually mark ""fragile"" or ""glass"" somewhere on the external box? Miraculously only one of my 12 glasses was broken though."
11861,"@AmazonHelp 9:14pm now and no book, please advise? Thanks"
11862,@AmazonHelp I made an order Thursday on Prime delivery and it still hasn’t turned up? One attempt Friday but since then has gone missing?
11863,@115821 @AmazonHelp really disappointed with your delivery in Mexico. Still waiting for the @23822 that should’ve been here Saturday
11864,"@AmazonHelp @115821 So can you remind me why I pay for prime when products I order that are prime eligible, and I select Free Two Day Shipping, they take a week to arrive. But when I order something on a sunday with prime and it ships the next day."
11865,"Shocking service @AmazonHelp @115830. 3rd failed package this month, what do I pay for prime for? Regular failed ""guaranteed"" delivery apparently! https://t.co/DjqVMkTUER"
11866,@AmazonHelp any idea why my item keeps getting delayed. Was supposed to be here Saturday &amp; was out for delivery today. There was an amazon van parked in front of my house for 10 minutes at least blocking me from getting out of my driveway but no sign of my order? Getting annoyed.
11867,"@AmazonHelp Hey, you had a discount code (ECHO3PACK) that saved you £50 (in the UK) if you bought 3 of the new Amazon Echo's, just went to buy them and the offer isn't valid anymore.  Will this deal be coming back?"
11868,@AmazonHelp should I be concerned that I returned two items to an amazon store but only received an email for one of the items?
11869,@AmazonHelp do you keep track of how many packages don't make delivery on target?
11870,@AmazonHelp  Just did! Thanks for the speedy customer care. 🖒❤ https://t.co/h9Qm9RqPXM
11871,"Come on @115830, you can do better than this (cc: @AmazonHelp) https://t.co/sgLr45ZyH2"
11872,"Ordered a Aicok Sous Vide cooker, it was a ""BLACK FRIDAY LIMITED TIME DEAL"".

The next day it drops $20. What gives @AmazonHelp?"
11873,@AmazonHelp Day 2 if same day delivery still no goods. I’m about to cancel the order. What is going on?
11874,"@AmazonHelp I was on the phone with seller help.  Lost connection. and now i get a message saying ""theyre unable to help""... i need an issue resolved ASAP on our merchant account.  Case #4444442951.  Please help."
11875,"Thank goodness for 2 factor. Just got 3 emails from @115821 saying “to verify your identity, use the following code.” Password change time @AmazonHelp"
11876,@AmazonHelp When will the UK get support for controlling your fire stick tv through your echo?
11877,"Thanks to my @AmazonHelp delivery driver who called to ask if I was home, could barely speak English,asked to put the parcel in my outside letterbox,i advised if too big to put it in the porch.He couldn't understand&amp;left it  hanging out the letterbox!Parcel&amp;goods water damaged👎"
11878,"So pissed off at @115830 @AmazonHelp right now. First copy of Super Mario Odyssey gets stuck on a plane and doesn’t arrive. The replacement copy is out for delivery with the local courier YESTERDAY, gets delayed to today, and then still hasn’t arrived!! 😡😤"
11879,"@AmazonHelp @115830 no sign of my order despite it supposedly having been posted through my letterbox this afternoon. No idea whose door it was, but it certainly wasn't mine."
11880,@AmazonHelp this happened when I attempted to use my gift card. Thanks. https://t.co/qb9KRecEhA
11881,Epic fail today Amazon @AmazonHelp . Daughter turned 12 today and did her present make it? Well of course not. Sad daughter = really mad Dad #BeyondAngry #EpicFail
11882,"@AmazonHelp I ordered a ps4 vr headset with skyrim there last Friday and was wondering if im going to get it or not? 
as its out of stock currently"
11883,@AmazonHelp The tracking on my order says my package was delivered last week but I have not been able to find it and the office at my apartment says they don't have it either.  How can I get the stuff I ordered?
11884,@AmazonHelp hi folks please could you help me about a refund currently processing? Thanks
11885,"Hey @AmazonHelp and @UPSHelp what is the point of giving delivery instructions when the driver blatantly ignores them &amp; leaves my package on the porch that I do not have &amp; my package was stolen. Oh and this was a redelivery, because the first ""attempt"" wasn't even made 😒"
11886,Someday @115821 will send me a Funko Pop that isn’t in a crushed box. I think. Maybe. @AmazonHelp https://t.co/N8QQVx4UHv
11887,@AmazonHelp awesome of the delivery driver to leave my package by my front gate which is right in front of a busstop and not come knock on my front door. 👌🏼👌🏼👌🏼
11888,@AmazonHelp can you help I received an email saying I need to revise my payment method on items I purchased but I have checked my online banking and I have been charged already for the items??
11889,"@AmazonHelp so my laptop was not delivered, despite courier saying so. Never buying any goods from you again. Your delivery is not secure."
11890,"@AmazonHelp another day, ANOTHER order misplaced. This is the fourth time in 3 days."
11891,@AmazonHelp Hi. I checked my order and it says it was delivered today but I didn’t see a package when I got home.
11892,"@AmazonHelp I have been calling your support line for over an hour, I've spoken to 10 differnt people about my seller account. no one has been able to help me. i don't have this kind of time to waste. the last time i called the call got disconnected and now i have to call back"
11893,@AmazonHelp @34713 I am getting the error code AMZ-99-WLR-US &amp; I've tried reinstalling the Amazon Video app already but no luck
11894,@AmazonHelp i got a screen protector and the edges of it arent sticking....what do i do???
11895,Thanks @AmazonHelp for sending me the wrong chairs. Looks like we’ll be eating Thanksgiving dinner standing up 😒
11896,"@AmazonHelp I've now had two packages that were supposed to be delivered on Sunday marked as delivered and were never seen. I've been home, waiting for them both times and had them marked delivered while waiting only to never see the driver at all."
11897,@AmazonHelp left in my kitchen no one over 18 received this. Content is also missing. Double fail https://t.co/pCdDTTKSEZ
11898,@115821 @AmazonHelp What's the point of my apartment having a package locker when your couriers don't even use it!?!?!?  Another missing package. Thanks a lot.
11899,@AmazonHelp I am getting non help on the phone. Please help
11900,@AmazonHelp I've disputed charges from you and you've said I would be contacted by act. Spec. No contact. You deleted my Prime. What gives?
11901,"@115821 @AmazonHelp Lately Ive had multiple Prime orders overdue. Latest order: Placed Saturday, hasn't shipped today. Whats up?"
11902,What the heck @115821 @AmazonHelp Where is my package exactly?? https://t.co/KGA62wmmHb
11903,"@AmazonHelp 
Amazon Logistics is AWFUL! Amazon is hiring Uber drivers to deliver packages - and these drivers aren’t even delivering package to houses - they are leaving piles of packages at community mailboxes. Piles of 40+ packages outside in a pile @ the community entrance. 😡"
11904,"Hey @115821, where's the box?! Packaging -- Or rather lack thereof -- feedback has been left... But I just need to make sure you see this complete negligence provided. I've had to sign for less expensive items. Thanks.
@AmazonHelp https://t.co/e8y6n2jG2h"
11905,"@174208 @AmazonHelp @115821 Another prime order, and another @2150 delivery marked delivered at least an hour before delivery.  ALWAYS. #lasershipisterrible."
11906,@AmazonHelp it's so annoying when Amazon delivery ppl lie and claim they attempted to deliver a package but didn't.
11907,. @AmazonHelp Could you explain why you are offering a 3-year warrant for $6 on an item with a lifetime warranty? https://t.co/2LqkRyUKHa
11908,@AmazonHelp why can’t I purchase a kindle book on my iPad; there is no option to buy it except on my laptop. Why exclude iPads? You don’t want sales?
11909,"hey @AmazonHelp i got an email that my review was rejected w/ a link to your guidelines, all of which i followed, but i can't find anyone to contact to ask why it was rejected?? any help?"
11910,Still waiting on my 1-day shipping package that @AmazonHelp entrusted to @115817 for delivery. New estimate has the package taking 10 days from San Pablo to San Francisco. 20 miles in 10 days. 2 miles/day is UPS speed. #TotalFailure https://t.co/mKdW1ZBTaB
11911,@AmazonHelp You guys should switch from China Post to some other shipping company for sending products from China. Been a month and have not received my package and no updated tracking status avaliable as well although I am a Prime Member.
11912,"Amazon,the product ID problem for sellers is losing 1000s customers to ebay.Not everything has a product ID argh! #Amazon @AmazonHelp"
11913,"Wtf @AmazonHelp,  @118706 manages to deliver stuff to me from across the county, and I’m still waiting for @115821 to deliver “by 8pm” from around the fucking corner."
11914,@AmazonHelp we are not safe with amazon don't place the order by paying online I don't know who cheated me but I trusted amazon i don't know it's seller personally
11915,"WTF @AmazonHelp @115821

I got the confirmation email for the @23822 but it literally disappeared from my account and order history. WHAT HAPPENED. https://t.co/MyyPdOEvWN"
11916,@AmazonHelp I need help with order # 112-6293285-6789803
11917,@115821 @AmazonHelp Sent package to the wrong town!! Are you serious.....
11918,"@AmazonHelp hi, on your deals page, i've always been able to filter out the lightning deals all by themselves.  that seems to be gone since you started the black friday deals.  i can't find anything now.  can you put back please before thursday?"
11919,@AmazonHelp Hello! I ordered a package and it was damaged while in transit. Do you know when my refund will be processed? Thank you! https://t.co/nA18Krq7Jn
11920,@AmazonHelp I can’t deal with having to pay for a return fee for items I purchased! I’m losing more than half of what I paid! Please put a disclaimer if returns aren’t free!
11921,Damn Christine from @AmazonHelp really did me dirty on their customer support page. #TrashService
11922,"Have a feeling #amazon really disappoints this #christmas season.  
You need to learn about the businesses that make you. 6:14 pm delivery? #NewYorkTimes @AmazonHelp #jeffbezos @115851 https://t.co/CxOcRLKnqZ"
11923,"@AmazonHelp Need immediate assistance, booked an online movie ticket with BookMyShow, received transaction ID but haven't received details of the payment or seat numbers yet."
11924,@AmazonHelp How can I tell you to stop recommending this racist book to me in the Android Kindle app?
11925,"Not super impressed with @AmazonHelp right now. Bought two things last night in the next day delivery window. Neither one delivered today, despite the ""guarantee."" Now may not get until Thursday. Why make promises you can't keep?🤔"
11926,"@AmazonHelp Just got a Fire 8 for Kids. Is there a way to remove all the Unlimited content and then just add a few specific items we want? Amount is too overwhelming for us, let alone preschooler."
11927,"I am in awe of how unwilling @115821 / @AmazonHelp is to help with a 3rd party storefront order. Worst service I've ever experienced. I purchased a phone from them, and they simply have refused to deliver it. And I don't even get refunded until it's too late. Unacceptable."
11928,Hey @AmazonHelp I received an SMS saying my order has been cancelled. But the website still shows Arriving on Monday. Pls help. Because I need to order somewhere again. Order # 402-0305262-7113947
11929,"Hey @AmazonHelp when you update the Fire OS to &gt; 5.6.0.0 can you give me a shout? Until then, you killed my tablet."
11930,"@AmazonHelp wow tow days later and still no package . Amal logistics is the worst, and making me think of canceling my amazon prime account"
11931,@AmazonHelp product returned without my knowledge. I am a prime customer
11932,"@AmazonHelp thanks for the help earlier! I received my stick today!

I do have one questions. I have noticed there is no search function, and also there isn't an actual store available, just a few apps based on category. Will these features be available in the future? Thanks!"
11933,"@AmazonHelp the AMZ carrier system is so inconsistent, there's NO way to plan for delivery. May as well be 3 day shipping, which is not okay"
11934,@AmazonHelp I started buying individual episodes of season 6 of Homeland yesterday to stream and today none of season 6 episodes are showing up at all. Help
11935,@115821 guess customer service is not a priority for the people at @AmazonHelp
11936,@AmazonHelp i have been charged 327 rs for a product whose mrp on the box is 103 rs. #fraud #need refund. #NoMoreBuying https://t.co/6Tn46Z8gEt
11937,@115821 what’s up with Amazon Logistics? Why are my orders going missing? Why are they consistently delayed? @AmazonHelp
11938,"@AmazonHelp - Please see your template reply and my repeated query once again... @115851 #amazonsucks #scammers 
https://t.co/jVyZ7xlniQ
(Expires: 11/22/2017)"
11939,"@174208 @AmazonHelp @115821 Another prime order, and another @2150 delivery marked delivered at least an hour before delivery."
11940,"@115821 @AmazonHelp I’ve been a customer for 15 years and spent tens of thousands of dollars but due to a terrible experience with customer service tonight, I’m thinking of canceling my Prime membership and using other services. Train your agents better. #deleteamazon https://t.co/zGCrNRlLq0"
11941,excuse me but why are you holding 2x the amount of money for one item. i deserve better. @AmazonHelp @115821 https://t.co/Ei8aGv1H7S
11942,So @115821 @AmazonHelp what's the policy if I paid for same-day shipping and it doesn't show up? Because someone is getting a phone call or an email tomorrow. I promise I won't bite. :-)
11943,"@AmazonHelp 
The worst e commerce platform of India, they harass the customers. Never ever they are on time. https://t.co/HOb7ZNc27G"
11944,@AmazonHelp : Is cheating and looting seller a part of this company or few are there with this behavior? My amazon seller account is suspended suddenly without any warning and despite of appealing and sending multiple emails there is no response from the team. Frustrated. HELP!!!
11945,"@AmazonHelp 
I have 2 order in my account
And only 1 order was charged .
I want to know what it takes to complete the 2 order? https://t.co/W7vYXt4yEq"
11946,@AmazonHelp Amazon customers service is A1. Literally the best customer service hands down.
11947,"Buyer beware at @115821 
This is a brand new book I received today. I can’t give this as a gift.
While you’re at it, you could not deliver items in unmarked vans or uhaul trucks. Embarrassing.
@AmazonHelp https://t.co/DoYvHt3rjQ"
11948,@AmazonHelp No action yet https://t.co/TOT3Xal1xR
11949,@AmazonHelp @115821 I bought jeans from amazon a month ago it was tight when it arrived from i placed a request for replacing .. they didn't sent me replaced item sent me a cheque it bounced now i told them earliar plzl give money in bank or amazon balance now i am help less
11950,"@AmazonHelp Hello, I missed the allocated time to drop off return at an Amazon locker, how can I reschedule? Thanks"
11951,"@AmazonHelp here is my order details 402-0242407-4245951 pls tell me the status , because yesterday I was not available so plz.thanks"
11952,@AmazonHelp recently purchased a laptop which promised a cashback of Rs.3700+ in pay balance in 72hrs. Pls look into this. Account: __email__
11953,@AmazonHelp Multiple times a week... why is this so hard?!? https://t.co/xd4WfVAlX2
